,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
133926,Bacteria,,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella_uli
216816,Bacteria,,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_longum
392734,Bacteria,,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus_roseus
471189,Bacteria,,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter_pamelaeae
639313,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Amycolicicoccus,Amycolicicoccus_subflavus
767892,Bacteria,,Proteobacteria,Alphaproteobacteria,,,Candidatus_Puniceispirillum,Candidatus_Puniceispirillum_marinum
1598,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_reuteri
1685,Bacteria,,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_breve
28232,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter_metallireducens
70863,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella_oneidensis
380675,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_soli
1432850,,,,,,,,Phagemid_vector_pAYE
1464,Bacteria,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_larvae
1510,Bacteria,,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium]_stercorarium
1736,Bacteria,,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_limosum
9509,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles_geoffroyi
33959,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_johnsonii
40520,Bacteria,,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_obeum
76775,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_restricta
84030,Bacteria,,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium]_saccharolyticum
84110,Bacteria,,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia_heliotrinireducens
148813,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum,Sulfuricurvum_kujiense
190061,Viruses,,,,,Adenoviridae,Aviadenovirus,Fowl_aviadenovirus_A
212767,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium_sp._JS623
219649,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_unamae
239935,Bacteria,,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia_muciniphila
245012,Bacteria,,Firmicutes,Clostridia,Clostridiales,,,butyrate-producing_bacterium_SM4/1
328814,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes_shahii
337090,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium_chlorochromatii
345922,Viruses,,,,Caudovirales,Siphoviridae,,Bacillus_phage_Fah
446660,Bacteria,,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia_equolifaciens
466153,Bacteria,,Planctomycetes,Planctomycetia,Planctomycetales,Isosphaeraceae,Singulisphaera,Singulisphaera_acidiphila
656024,Bacteria,,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia_symbiont_of_Datisca_glomerata
657323,Bacteria,,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_sp._SR1/5
658062,Bacteria,,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Candidatus_Koribacter,Candidatus_Koribacter_versatilis
1042156,Bacteria,,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_sp._SY8519
1073766,Viruses,,,,Caudovirales,Siphoviridae,Sap6likevirus,Enterococcus_phage_SAP6
1203471,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter_daltonii
1406816,Viruses,,,,,Potyviridae,Potyvirus,Zucchini_tigre_mosaic_virus
119,Bacteria,,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
158,Bacteria,,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_denticola
399,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,Neorhizobium_galegae
641,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
1260,Bacteria,,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia_magna
1349,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_uberis
1678,Bacteria,,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
3330,Eukaryota,Viridiplantae,Streptophyta,,Pinales,Pinaceae,Picea,Picea_glauca
3702,Eukaryota,Viridiplantae,Streptophyta,,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis_thaliana
9767,Eukaryota,Metazoa,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera_acutorostrata
15368,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Brachypodium,Brachypodium_distachyon
28025,Bacteria,,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_animalis
28151,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia_proteamaculans
29288,Archaea,,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,Natronococcus_occultus
34305,Eukaryota,Viridiplantae,Streptophyta,,Fabales,Fabaceae,Lotus,Lotus_japonicus
35554,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter_sulfurreducens
37330,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia_nova
40518,Bacteria,,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_bromii
53437,Bacteria,,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis_alba
103816,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus_pyridinivorans
122277,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium,
152794,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_efficiens
159743,Bacteria,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_terrae
196162,Bacteria,,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides_sp._JS614
196403,Viruses,,,,,Retroviridae,Gammaretrovirus,Baboon_endogenous_virus
349106,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter_sp._PRwf-1
361575,Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter_phenanthrenivorans
494514,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes_lagopus
525003,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Thermoascaceae,,uncultured_Paecilomyces
687329,Viruses,,,,,Anelloviridae,,
857312,Viruses,,,,Caudovirales,Myoviridae,,Brochothrix_phage_A9
1168549,Viruses,,,,Caudovirales,Siphoviridae,,Salmonella_phage_vB_SosS_Oslo
1335513,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Ulidiidae,Timia,Timia_nigripes
1643826,Bacteria,,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,,
283734,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_pseudintermedius
10243,Viruses,,,,,Poxviridae,Orthopoxvirus,Cowpox_virus
37108,Viruses,,,,Herpesvirales,Herpesviridae,Mardivirus,Meleagrid_herpesvirus_1
332937,Viruses,,,,Herpesvirales,Herpesviridae,,Chimpanzee_alpha-1_herpesvirus
3627,Eukaryota,Viridiplantae,Streptophyta,,Ericales,Actinidiaceae,Actinidia,Actinidia_deliciosa
3767,Eukaryota,Viridiplantae,Streptophyta,,Rosales,Rosaceae,Pyrus,Pyrus_pyrifolia
4929,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma_guilliermondii
8030,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo_salar
10359,Viruses,,,,Herpesvirales,Herpesviridae,Cytomegalovirus,Human_herpesvirus_5
13748,Eukaryota,Viridiplantae,Streptophyta,,Lamiales,Lentibulariaceae,Utricularia,Utricularia_gibba
35250,Viruses,,,,Herpesvirales,Herpesviridae,Mardivirus,Gallid_herpesvirus_3
35252,Viruses,,,,Herpesvirales,Herpesviridae,Macavirus,Alcelaphine_herpesvirus_1
51313,Viruses,,,,,Baculoviridae,Alphabaculovirus,Helicoverpa_armigera_nucleopolyhedrovirus
51367,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio_costicola
86170,Bacteria,,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophothermus,Syntrophothermus_lipocalidus
186765,Viruses,,,,Caudovirales,Siphoviridae,Lambdalikevirus,
188058,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,uncultured_Burkholderia_sp.
252307,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Robiginitalea_biformata
255347,Eukaryota,Viridiplantae,Streptophyta,,Malpighiales,Rafflesiaceae,Rhizanthes,Rhizanthes_zippelii
741091,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Rahnella,Rahnella_sp._Y9602
1008460,Archaea,,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus_yayanosii
1206908,,,,,,,,Cloning_vector_pFosill-2
1301279,Viruses,,,,,Iridoviridae,Iridovirus,Invertebrate_iridovirus_22
1481780,,,,,,,,Expression_vector_pZeoSv2-Furin
330922,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter_cryohalolentis
1327762,Viruses,,,,Caudovirales,Myoviridae,I3likevirus,Mycobacterium_phage_Astraea
29073,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus_maritimus
62746,Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,Gryllidae,Teleogryllus,Teleogryllus_emma
687343,Viruses,,,,,Anelloviridae,Alphatorquevirus,Torque_teno_virus_4
687347,Viruses,,,,,Anelloviridae,Alphatorquevirus,Torque_teno_virus_8
28288,Viruses,,,,,Baculoviridae,Alphabaculovirus,Hyphantria_cunea_nucleopolyhedrovirus
170826,Eukaryota,Metazoa,Chordata,Chondrichthyes,Myliobatiformes,Urotrygonidae,Urobatis,Urobatis_jamaicensis
333924,Viruses,,,,,Papillomaviridae,Betapapillomavirus,Betapapillomavirus_2
497965,Bacteria,,Cyanobacteria,,Chroococcales,,Cyanothece,Cyanothece_sp._PCC_7822
1451150,,,,,,,,Cloning_vector_p3FsHMGB1A-wt
2183,Archaea,,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,,
10141,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia_porcellus
10552,Viruses,,,,,Adenoviridae,Aviadenovirus,
35814,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella_holmesii
404583,Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus_sp._A1
432587,Viruses,,,,,Nudiviridae,,Gryllus_bimaculatus_nudivirus
549779,Viruses,,,,,Mimiviridae,,
10264,Viruses,,,,,Poxviridae,Avipoxvirus,Pigeonpox_virus
35788,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia_africae
41294,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
60893,Bacteria,,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,Desulfobacca_acetoxidans
687341,Viruses,,,,,Anelloviridae,Alphatorquevirus,Torque_teno_virus_2
659497,Viruses,,,,,Partitiviridae,,Sclerotinia_sclerotiorum_partitivirus_S
687355,Viruses,,,,,Anelloviridae,Alphatorquevirus,Torque_teno_virus_16
911092,Bacteria,,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobacter,Caldanaerobacter_subterraneus
1127516,Viruses,,,,Caudovirales,Myoviridae,,Pectobacterium_phage_ZF40
1323523,Viruses,,,,,Partitiviridae,Betapartitivirus,Hop_trefoil_cryptic_virus_2
1323529,Viruses,,,,,Partitiviridae,Betapartitivirus,Dill_cryptic_virus_2
60961,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella_woodyi
84377,Bacteria,,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira_intermedia
355246,Viruses,,,,Caudovirales,Siphoviridae,Tunalikevirus,Escherichia_phage_Rtp
548687,Viruses,,,,Herpesvirales,Herpesviridae,Macavirus,
1105379,Viruses,,,,,Astroviridae,Mamastrovirus,Porcine_astrovirus_4
716,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus_suis
186805,Viruses,,,,,Poxviridae,Capripoxvirus,Goatpox_virus
337041,Viruses,,,,,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_9
84156,Archaea,,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus_profundus
692606,Viruses,,,,Herpesvirales,Alloherpesviridae,Cyprinivirus,
1245,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc_mesenteroides
687366,Viruses,,,,,Anelloviridae,Alphatorquevirus,Torque_teno_virus_27
944547,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter_sp._L
1034771,Viruses,,,,,Anelloviridae,,uncultured_Anellovirus
1461581,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp._12M76_air
5866,Eukaryota,,Apicomplexa,Aconoidasida,,Babesiidae,Babesia,Babesia_bigemina
9361,Eukaryota,Metazoa,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,Dasypus_novemcinctus
9773,Eukaryota,Metazoa,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera_novaeangliae
9849,Eukaryota,Metazoa,Chordata,Mammalia,,Tragulidae,Tragulus,Tragulus_javanicus
9886,Eukaryota,Metazoa,Chordata,Mammalia,,Cervidae,Muntiacus,Muntiacus_reevesi
9888,Eukaryota,Metazoa,Chordata,Mammalia,,Cervidae,Muntiacus,Muntiacus_muntjak
9915,Eukaryota,Metazoa,Chordata,Mammalia,,Bovidae,Bos,Bos_indicus
9925,Eukaryota,Metazoa,Chordata,Mammalia,,Bovidae,Capra,Capra_hircus
9940,Eukaryota,Metazoa,Chordata,Mammalia,,Bovidae,Ovis,Ovis_aries
30521,Eukaryota,Metazoa,Chordata,Mammalia,,Bovidae,Bos,Bos_grunniens
59538,Eukaryota,Metazoa,Chordata,Mammalia,,Bovidae,Pantholops,Pantholops_hodgsonii
69298,Eukaryota,Metazoa,Chordata,Mammalia,,Bovidae,Tragelaphus,Tragelaphus_spekii
72004,Eukaryota,Metazoa,Chordata,Mammalia,,Bovidae,Bos,Bos_mutus
82174,Eukaryota,Metazoa,Chordata,Mammalia,Cetacea,Delphinidae,Pseudorca,Pseudorca_crassidens
89462,Eukaryota,Metazoa,Chordata,Mammalia,,Bovidae,Bubalus,Bubalus_bubalis
675063,Viruses,,,,Tymovirales,,,
983579,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Platygyra,Platygyra_acuta
1026970,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Spalacidae,Nannospalax,Nannospalax_galili
1316941,Archaea,,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus_sulfaticallidus
1519751,Eukaryota,Metazoa,Nemertea,Anopla,Heteronemertea,Lineidae,Micrura,Micrura_sp._MCZ_IZ_133724
1338,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_intermedius
2054,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia_bronchialis
2145,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma_taiwanense
6500,Eukaryota,Metazoa,Mollusca,Gastropoda,,Aplysiidae,Aplysia,Aplysia_californica
10376,Viruses,,,,Herpesvirales,Herpesviridae,Lymphocryptovirus,Human_herpesvirus_4
13684,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora_nodorum
106592,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer_adhaerens
110662,Bacteria,,Cyanobacteria,,Chroococcales,,Synechococcus,Synechococcus_sp._CC9605
158898,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia_westfalica
175244,Eukaryota,Fungi,Basidiomycota,,,,,uncultured_Basidiomycota
252130,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Uruburuella,Uruburuella_suis
280701,Viruses,,,,Caudovirales,Podoviridae,F116likevirus,Pseudomonas_phage_F116
1129147,Viruses,,,,Caudovirales,Myoviridae,T4likevirus,Klebsiella_phage_KP27
1239567,Viruses,,,,,Astroviridae,Mamastrovirus,Mamastrovirus_3
1307954,Viruses,,,,,Baculoviridae,Alphabaculovirus,Maruca_vitrata_nucleopolyhedrovirus
1385385,Viruses,,,,Caudovirales,Siphoviridae,,Streptococcus_phage_TP-778L
1408894,Viruses,,,,,Partitiviridae,,Red_clover_cryptic_virus_1
1376,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus_urinae
1513,Bacteria,,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_tetani
1865,Bacteria,,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,
4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae
5325,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Coriolaceae,Trametes,Trametes_versicolor
29850,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces_graminis
39491,Bacteria,,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,[Eubacterium]_rectale
51453,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_reesei
53413,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas_axonopodis
54571,Bacteria,,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces_venezuelae
72586,Bacteria,,Proteobacteria,,,,,Pseudomonas_sp._CBS3
159033,Eukaryota,Viridiplantae,Streptophyta,,Sapindales,Rutaceae,Citrus,Citrus_aurantiifolia
187452,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_claussenii
221822,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter_inhibens
318829,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Magnaporthe,Magnaporthe_oryzae
571800,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter_sp._G
1323524,Viruses,,,,,Partitiviridae,Betapartitivirus,Red_clover_cryptic_virus_2
1323525,Viruses,,,,,Partitiviridae,Betapartitivirus,White_clover_cryptic_virus_2
1327989,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia_sp._FS14
1449437,Viruses,,,,,,,Pseudomonas_phage_vB_PaeP_Tr60_Ab31
11788,Viruses,,,,,Retroviridae,Gammaretrovirus,Abelson_murine_leukemia_virus
134287,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,secondary_endosymbiont_of_Heteropsylla_cubana
301889,Eukaryota,Viridiplantae,Streptophyta,,Fabales,Fabaceae,Julbernardia,Julbernardia_globiflora
309868,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Candidatus_Liberibacter,Candidatus_Liberibacter_americanus
395962,Bacteria,,Cyanobacteria,,Chroococcales,,Cyanothece,Cyanothece_sp._PCC_8802
1721,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_callunae
2246,Archaea,,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax_volcanii
58180,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio_alaskensis
100861,Eukaryota,,,Oomycetes,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces_euteiches
293091,Archaea,,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum_walsbyi
3673,Eukaryota,Viridiplantae,Streptophyta,,Cucurbitales,Cucurbitaceae,Momordica,Momordica_charantia
81682,Bacteria,,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,
29,Bacteria,,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
1305,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sanguinis
1719,Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_pseudotuberculosis
2206,Archaea,,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,,
2745,Bacteria,,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
3329,Eukaryota,Viridiplantae,Streptophyta,,Pinales,Pinaceae,Picea,Picea_abies
3349,Eukaryota,Viridiplantae,Streptophyta,,Pinales,Pinaceae,Pinus,Pinus_sylvestris
3352,Eukaryota,Viridiplantae,Streptophyta,,Pinales,Pinaceae,Pinus,Pinus_taeda
4572,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Triticum,Triticum_urartu
9031,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus_gallus
37554,Viruses,,,,Caudovirales,Siphoviridae,Lambdalikevirus,Enterobacteria_phage_HK97
37682,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Aegilops,Aegilops_tauschii
55062,Eukaryota,Viridiplantae,Streptophyta,,Pinales,Pinaceae,Pinus,Pinus_ponderosa
59600,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga_algicola
69823,Bacteria,,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_sputigena
100716,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chloroherpeton,Chloroherpeton_thalassium
165096,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella_koreensis
225194,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter_bemidjiensis
1129191,Viruses,,,,Caudovirales,Siphoviridae,Tunalikevirus,Klebsiella_phage_KP36
1708541,Eukaryota,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,,Wallemia,Wallemia_mellicola
32,Bacteria,,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,
69,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter_enzymogenes
191,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,
270,Bacteria,,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,
274,Bacteria,,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus_thermophilus
438,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter_pasteurianus
551,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,
995,Bacteria,,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,Solitalea_canadensis
1264,Bacteria,,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_albus
1534,Bacteria,,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_kluyveri
1680,Bacteria,,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_adolescentis
1707,Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,
1859,Bacteria,,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia_alni
5755,Eukaryota,,,,Longamoebia,,Acanthamoeba,Acanthamoeba_castellanii
28123,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_asaccharolytica
28152,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia_kristensenii
