,AR4040,AR4041,AR4042,AR4043,AR4044,AR4045,AR4046,AR4047,AR4048,AR4049,AR4120,AR4121,AR4122,AR4123,AR4124,AR4125,AR4126,AR4127,AR4128,AR4129,AR4151,AR4152,AR4153,AR4154,AR4155,AR4156,AR4157,AR4158,AR4159,AR4160,AR4161,AR4162,AR4163,AR4164,MKAN003341,MKAN003342,MKAN003343,MKAN003344,MKAN003345,MKAN003346,MKAN003347,MKAN003348,MKAN003432,MKAN003433,MKAN003434,MKAN003435,MKAN003436,MKAN003437,MKAN003438,MKAN003439,MKAN003440,MKAN003441,MKAN003479,MKAN003480,MKAN003481,MKAN003482,MKAN003483,MKAN003484,MKAN003485,MKAN003486,MKAN003487,MKAN003689,MKAN003690,MKAN003691,MKAN003692,MKAN003694,MKAN003695,MKAN003696,MKAN003697,MKAN003754,MKAN003755,MKAN003756,MKAN003757,MKAN003758,MKAN003759,MKAN003760,MKAN003761,MKAN003762,MKAN003789,MKAN003790,MKAN003791,MKAN003792,MKAN003793,MKAN003794,MKAN003795,MKAN003796,MKAN003963
7962,1578,924,706,963,335,93,239,2278,37,22,1987,1697,572,472,215,1699,85,642,196,1188,71,71,7,150,876,4,182,417,526,6592,22,553,1998,566,608,636,19,253,1590,4,261,228,287,1090,31,23,282,0,12,0,65,27,0,61,36,8,12,0,760,298,140,131,131,408,2469,10,2430,370,0,390,0,250,602,2405,2803,1449,755,1381,334,1695,1447,1990,1395,263,175,887,18
9593,30,10,52,29,124,109,24,113,208,43,42,174,41,332,119,53,284,25,92,39,151,98,175,308,168,168,224,330,112,13,98,257,184,193,63,210,130,105,64,119,66,119,125,120,84,203,116,195,140,184,70,170,83,116,76,150,39,172,48,67,167,92,435,118,32,117,26,163,332,122,141,242,160,73,75,95,112,83,140,64,59,61,92,41,87,23,134
9597,126,75,146,77,82,349,103,38,277,145,87,243,135,1038,334,152,684,97,84,62,552,433,437,1099,763,629,730,805,263,61,337,430,544,501,112,546,522,206,135,461,207,396,419,246,285,512,369,411,661,587,420,471,252,467,332,441,165,452,273,142,465,215,698,534,49,330,138,290,694,384,533,647,431,135,218,327,271,262,191,267,91,40,229,166,127,91,245
9598,779,526,704,575,737,1387,850,445,1615,1231,463,724,535,2848,1355,864,2462,414,492,176,2996,2184,1963,5078,3547,3156,3214,4267,1850,365,2226,2387,2428,2380,502,1501,1342,768,257,1311,841,1214,2038,1547,1842,1485,1794,1736,2284,2579,2930,2740,1222,1883,1155,1101,518,1193,758,705,1937,1226,2284,2463,592,1280,928,1524,2760,1294,2240,2261,1732,606,1121,1407,1520,1245,1675,637,949,556,873,1158,1103,552,1568
9601,23,14,9,7,20,39,10,8,66,62,2,0,6,33,32,47,50,4,6,19,68,59,23,87,81,122,98,67,66,24,49,59,85,87,10,34,67,25,0,47,16,63,32,28,35,36,26,22,56,64,69,84,14,39,46,53,23,66,38,0,32,18,65,51,21,40,49,29,64,34,105,72,24,11,12,16,71,38,38,46,13,2,116,44,6,10,53
9606,80056,82010,70178,59427,73510,208131,90339,48535,223015,175183,43560,117019,51958,398853,199474,100568,419901,69289,63911,29411,435618,280942,262122,669592,441503,424120,416231,550664,200904,54637,281953,343212,314009,282834,65235,231595,204557,100308,37208,176379,101459,190839,250795,163635,224487,220082,228424,229028,310641,361295,386078,350821,172774,256108,148111,174004,71597,191556,125242,83203,281909,120800,324562,273905,70820,154896,102647,179840,445082,157542,330517,313895,238808,81357,130900,130475,179049,161998,160300,75205,87384,43906,98365,104635,107010,35647,183386
9823,122,34,0,31,0,0,0,0,250,0,48,55,107,0,0,0,0,0,9,70,16,94,0,0,107,0,0,0,148,25,73,2,0,2,49,0,0,103,96,0,105,0,0,115,0,0,161,79,0,0,0,4,139,47,0,0,0,6,27,60,26,0,16,0,0,0,21,0,0,112,4,0,0,0,0,42,14,164,47,115,0,0,31,143,0,0,2
10239,7,26,6,11,2,55,23,26,45,97,82,24,6,52,41,31,249,6,4,0,185,138,29,206,102,167,38,70,21,31,34,31,51,68,2,173,30,25,71,43,37,23,57,35,11,51,260,54,60,75,266,276,93,54,41,76,10,39,34,16,26,8,134,81,18,35,25,41,148,31,80,62,66,29,39,24,37,22,99,29,102,13,22,18,36,184,44
10279,2,3,0,0,0,0,0,0,0,0,0,0,2,25,0,0,78,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,10,0,4,0,0,0,4,0,0,0,24,0,12,15,31,8,5,0,20,0,20,0,0,0,0,0,0,0,0,28,0,2,0,0,0,6,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,10
10401,22,16,40,19,51,76,4,0,206,133,0,39,4,70,32,4,588,36,47,22,352,136,96,193,87,146,231,531,19,13,61,146,45,60,7,60,70,6,13,24,177,31,41,46,50,87,102,83,69,173,249,218,64,43,41,58,0,44,43,41,69,25,138,36,0,45,13,46,125,8,196,103,47,15,16,0,40,38,33,7,8,4,2,37,25,6,81
10870,10,0,0,10,0,5,0,93,0,0,30,14,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,20,8,6,0,0,0,90,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,21,0,0,0,34,41,0,206,10,0,12,0,0,3,74,31,9,0,155,0,57,118,13,57,7,5,71,0
12315,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,2,0,13,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13373,5,2,9,0,0,0,0,12,0,0,14,2,4,81,1,6,173,0,0,0,0,15,7,26,30,21,22,7,92,222,81,71,22,1,6,182,52,7,128,17,11,14,23,29,1,0,0,15,16,21,18,0,40,37,8,17,20,21,220,128,62,1,20,46,65,22,333,26,109,29,49,24,30,43,13,0,69,7,31,184,107,205,44,13,10,177,0
28068,14,0,0,0,8,0,0,0,0,0,6,2,0,0,0,101,0,0,0,0,0,0,0,0,8,0,0,0,0,235,0,0,34,30,26,25,0,0,41,0,12,19,4,88,0,3,19,0,0,0,0,0,0,0,0,5,0,0,2,30,0,0,0,10,25,0,210,0,0,0,0,0,0,145,28,38,100,133,3,26,57,127,4,0,50,19,0
28095,108,21,55,203,127,44,43,1079,0,0,135,194,34,53,29,738,0,71,0,69,0,0,2,16,400,0,218,30,38,4071,117,157,1222,204,282,310,2,238,3790,37,130,55,90,1239,15,6,129,13,0,14,0,0,0,53,7,17,31,0,959,603,51,35,16,464,1319,26,2088,42,2,591,10,105,207,2360,1098,1184,456,2091,174,2956,1007,2471,760,248,325,1804,0
28141,44,0,5,0,5,0,0,54,0,0,0,0,0,0,0,17,0,12,0,0,0,0,0,0,0,0,2,0,0,80,0,0,2,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,65,0,57,0,0,26,0,0,0,2,42,20,32,6,0,42,78,86,0,0,2,4,0
28216,67,0,23,41,48,0,20,302,0,0,16,29,23,0,59,170,0,17,2,13,0,0,9,6,64,0,8,0,0,1305,4,6,262,4,60,97,0,64,831,2,39,16,8,236,0,14,0,6,0,11,0,0,0,8,16,0,58,0,369,199,6,47,2,79,295,32,772,0,0,141,0,6,37,429,505,371,226,713,25,493,392,710,197,39,41,660,4
28450,186,13,40,81,80,10,34,815,0,0,65,142,61,101,6,434,0,94,28,45,0,0,9,22,216,39,111,30,4,1394,13,39,818,34,198,378,6,234,1830,12,176,80,152,590,0,0,99,6,2,8,14,0,2,73,8,0,9,9,730,322,55,15,36,380,853,18,1026,84,0,217,4,36,139,824,1128,535,538,738,171,1415,1134,1134,522,124,237,1061,4
28901,8,0,0,9,0,0,0,35,0,0,17,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,18,0,0,55,0,0,6,15,32,2,0,2,37,0,2,17,21,92,0,0,4,0,0,0,8,0,0,0,0,0,0,0,81,54,4,0,0,13,60,0,88,8,0,0,0,0,24,2,18,6,4,18,0,14,15,0,2,34,0,68,2
31958,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,58,0,0,0,0,0,2,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,54,0,0,25,0,0,6,0,51,48,19,81,0,0,70,125,0,0,0,0,0
32008,1209,155,205,947,657,87,238,6958,0,0,975,1541,229,593,123,4309,0,938,93,749,0,0,44,96,1493,4,1355,87,56,21223,147,868,5986,616,1515,2058,12,2191,21430,139,1309,486,438,6604,156,32,728,87,13,17,7,0,12,736,111,75,104,4,6269,3351,722,220,83,2306,8021,153,12293,402,4,2734,24,447,1788,12278,8821,7482,4201,12746,1283,13938,9779,12379,5973,2031,1852,10771,69
32630,117,106,73,57,37,253,104,51,249,94,62,228,147,1185,524,151,582,113,149,58,421,240,289,763,651,417,570,357,131,21,294,387,370,296,135,620,499,254,99,435,155,419,537,348,367,582,321,384,744,666,407,321,298,460,214,265,151,482,191,109,418,161,655,300,129,309,115,332,690,614,560,622,586,134,184,261,267,287,232,210,113,79,114,148,98,28,339
34018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,160,0,2,0,0,0,0,0,0,39,0,0,0,8,2,13,0,232,2,0,0,10,0
34073,48,0,23,17,36,6,14,76,0,0,8,80,0,14,0,182,0,60,12,0,0,0,0,0,57,2,26,0,0,631,16,8,98,13,39,139,0,65,481,4,13,22,2,91,8,0,16,12,0,2,0,2,0,6,4,3,0,0,133,195,23,16,6,70,213,0,335,20,0,74,0,0,24,225,236,240,204,191,0,396,211,310,136,86,65,250,2
34085,4,20,28,6,0,36,8,24,71,117,2,5,0,47,25,18,37,0,0,13,176,56,52,191,100,80,138,90,55,4,28,30,78,209,0,20,15,2,0,19,2,37,53,10,76,72,66,71,76,84,56,51,27,19,7,22,0,36,14,23,32,20,66,74,4,21,16,39,75,40,12,53,28,10,0,16,29,25,17,35,9,5,10,12,0,0,14
36814,4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36873,129,0,10,52,48,12,13,1013,2,0,88,116,21,85,12,784,0,93,4,10,0,0,6,7,95,0,71,0,0,3881,6,49,999,64,247,171,2,337,3551,18,121,58,45,763,6,2,81,4,2,0,0,0,6,59,2,8,22,0,749,447,28,39,11,406,1335,24,2590,61,0,236,2,24,170,2081,1446,926,549,2393,50,2384,1286,2692,1081,201,602,1832,4
39640,9,0,0,0,0,0,6,0,2,0,0,18,0,0,2,17,0,0,8,0,45,17,33,35,18,51,40,25,16,0,0,12,27,51,2,9,8,0,2,1,4,0,47,28,31,0,26,9,10,54,19,63,11,12,12,6,12,16,3,7,26,0,39,29,4,11,0,0,41,17,23,2,18,0,2,5,1,10,37,0,0,0,128,0,0,2,12
39669,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
41295,10,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,33,10,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,10,0,0,0,5,10,0,45,0,0,14,0,0,0,0,0,89,18,0,0,58,0,9,0,0,0,0,0
43228,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
45361,10,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,21,0,14,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0
45617,33,156,18,22,37,72,31,18,165,41,9,102,160,298,234,39,51,24,19,25,114,137,100,374,209,155,187,176,130,2,139,221,301,188,36,50,47,48,22,49,138,105,71,60,216,80,75,179,144,384,198,157,87,166,94,74,61,104,73,81,141,113,315,166,28,86,134,91,306,51,162,109,98,40,146,47,69,25,61,17,68,42,75,41,163,15,111
46234,6,0,0,0,0,2,0,0,14,0,0,0,0,0,2,0,0,0,0,0,6,6,11,13,23,16,30,0,0,0,0,14,0,8,0,0,2,4,0,0,0,4,0,0,0,0,0,7,0,7,4,0,2,0,0,0,0,2,6,6,5,0,2,12,0,0,0,0,8,0,0,0,2,4,0,2,0,0,0,0,0,0,0,6,0,0,141
48736,8,0,4,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,33,0,0,0,0,0,0,0,0,0,7,0,0,22,0,0,0,0,0,0,0,0,0
51677,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53346,57,0,0,0,0,0,68,2,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,8,0,2,4,0,0,184,4,0,2,0,4,0,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,2,0,0,0,0,58,42,0,0,0,0,20,0,0,10,0,0,0,0,0,88,108,63,0,4,0,26,119,27,4,0,0,16,0
54291,8,0,2,0,0,4,2,24,0,0,4,6,0,0,0,18,0,0,2,0,0,0,2,0,11,0,2,2,0,96,2,6,29,6,2,9,0,4,38,0,2,6,8,16,2,0,2,0,0,0,0,0,0,2,2,2,0,0,47,18,2,0,4,24,60,2,77,16,0,14,0,4,8,82,24,43,20,57,2,32,43,41,18,11,6,50,0
57282,11,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57975,305,11,20,152,109,14,46,1697,0,0,194,167,8,101,24,739,0,102,0,25,0,0,5,16,384,0,213,44,11,4303,9,77,1756,63,323,350,4,298,7066,18,122,83,225,1341,21,12,134,7,0,6,0,0,10,141,31,64,5,3,981,720,62,62,26,491,1744,17,2579,100,4,403,0,74,132,3484,2152,1417,694,4143,111,3325,1890,3254,1089,467,588,2163,14
60552,187,14,47,68,59,0,59,966,0,0,366,181,39,58,12,349,0,228,10,90,0,0,2,18,207,0,15,66,12,2163,27,73,584,37,166,379,6,326,2223,33,89,96,30,412,27,10,85,5,2,6,6,0,6,52,4,3,12,0,570,280,175,27,10,384,744,4,1399,60,4,346,6,93,239,1559,746,473,422,1444,145,1479,1000,1315,768,173,166,1566,8
60711,7,11,0,0,0,4,15,8,44,2,0,0,0,12,6,18,36,19,0,0,0,11,10,16,32,54,10,15,8,0,17,4,5,8,0,4,10,0,5,2,0,5,0,0,4,22,0,12,11,7,27,6,7,0,2,0,7,24,0,0,5,0,4,0,0,4,0,0,16,4,15,8,0,0,11,0,0,0,0,2,0,12,0,0,0,0,0
60890,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
63612,21,0,0,0,0,0,6,120,0,0,0,37,0,0,0,55,0,0,0,0,0,0,0,0,16,0,2,9,0,194,0,0,0,0,24,9,0,18,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,11,0,0,0,0,0,0,0,0,23,0,10,8,7,86,0,0,0,15,70,2,139,0,29,0,80,0
63745,66,0,0,85,0,0,19,0,0,0,0,86,0,0,4,81,0,0,0,0,0,0,0,0,0,0,0,41,0,4,18,22,11,8,26,37,0,0,2,7,2,0,15,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,8,18,14,0,31,0,0,6,0,6,90,36,2,0,21,0,4,0,0,55,0,7
67854,18,0,0,0,0,0,0,27,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,40,0,0,0,0,10,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,57,0,40,0,0,0,0,0,0,111,0,35,20,81,0,47,30,0,0,0,0,0,0
68887,4,0,0,0,4,2,0,0,0,10,6,11,27,0,42,229,116,112,0,0,0,0,0,0,0,10,0,0,0,49,100,22,14,74,2,2,46,0,95,0,0,0,0,68,0,17,0,0,0,23,0,0,0,0,0,39,85,61,21,189,4,0,0,75,0,0,0,0,0,0,0,0,0,6,26,7,196,0,0,0,19,4,107,0,0,0,0
70823,2,9,2,0,0,8,3,1,0,0,13,34,8,13,25,15,212,5,25,6,0,0,7,51,11,17,5,46,20,182,31,4,17,35,40,136,207,82,392,134,95,160,0,16,7,15,10,0,9,24,2,37,150,97,128,117,32,120,145,135,298,73,182,252,240,62,71,48,209,45,48,59,58,101,191,71,155,390,94,135,73,367,91,94,73,116,60
72000,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0
80840,94,6,2,64,135,27,24,1147,0,0,230,66,15,75,3,612,0,52,2,20,0,0,0,0,107,0,71,19,6,1996,9,105,1100,34,131,303,0,188,2882,21,150,38,37,849,6,15,11,6,0,2,0,0,0,5,6,0,4,0,436,530,69,20,7,235,919,16,1360,43,0,552,0,35,230,2079,1560,799,446,1490,69,1753,1435,2285,655,160,300,1863,2
80864,48,0,14,0,4,4,0,137,0,0,0,0,0,0,0,65,0,8,0,0,0,0,0,0,0,0,2,0,0,62,0,0,0,5,0,23,0,42,44,7,2,12,0,73,0,0,4,0,0,0,0,0,0,0,0,0,0,0,183,41,0,0,0,13,95,0,95,0,0,0,0,0,16,10,72,77,118,142,21,87,61,52,123,38,75,91,0
80867,19,4,0,0,0,0,2,32,0,0,0,39,0,0,0,71,0,0,0,0,0,0,0,0,0,0,6,0,0,113,4,0,27,0,28,36,0,10,165,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,87,0,0,0,6,18,0,25,0,0,10,0,0,0,15,115,11,26,105,20,62,37,16,8,18,0,45,0
80869,4,0,0,21,14,3,6,17,0,0,0,31,0,16,7,55,0,0,0,0,0,0,0,2,4,0,0,0,0,173,0,15,13,0,48,35,2,5,139,0,31,5,10,16,0,0,14,0,0,0,0,0,0,8,0,0,0,0,81,0,4,0,0,4,165,0,42,0,0,18,12,0,31,125,0,54,77,16,22,70,2,225,11,4,10,56,0
81475,2,0,0,0,12,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,2,0,5,0,0,10,0,81,4,19,41,0,0,12,0,10,29,0,0,2,4,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,20,0,0,0,4,49,0,34,4,0,2,0,0,7,28,15,26,8,32,0,21,29,12,26,22,0,18,2
84159,26,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,22,0,0,0,0,0,0,0,0,12,0,30,0,0,8,0,0,0,0,0,0,0,4,0,0,0,30,0,0,0,0,12,9,0,62,0,0,0,0,0,15,12,6,36,0,134,12,0,0,41,26,0,5,16,0
85698,37,0,4,10,2,0,2,10,0,0,0,18,0,0,6,37,0,0,18,22,0,0,0,4,18,4,0,8,2,578,0,24,103,6,28,88,0,0,152,0,4,7,3,275,0,0,2,2,0,0,0,24,8,2,6,0,0,0,52,178,20,2,6,17,129,0,141,2,0,60,0,6,25,168,91,37,18,108,4,193,206,203,147,24,12,123,4
87883,137,18,99,210,106,26,34,1560,0,0,360,352,44,24,20,657,0,141,8,93,0,0,6,4,302,0,217,91,34,4368,16,115,1316,119,272,485,2,357,4934,57,385,55,133,1586,17,4,166,4,8,0,0,2,0,64,16,0,12,0,1030,540,123,26,31,441,1177,16,2032,94,10,438,15,63,241,2797,1998,872,852,2468,198,2814,1598,2569,1121,336,377,1969,12
94624,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,10,0,0,77,0,2,13,4,2,2,0,0,71,0,2,0,0,2,0,0,4,4,0,0,0,0,0,0,2,0,0,0,8,13,6,0,0,0,2,0,41,2,0,4,0,0,2,13,27,2,14,12,0,63,33,4,38,0,2,20,8
95486,237,6,26,76,165,24,39,1245,0,0,188,167,42,83,15,1126,0,151,2,34,0,0,8,21,215,2,101,36,0,4415,9,128,1277,78,312,464,0,256,5169,29,265,71,85,1590,22,12,94,6,0,6,2,0,0,50,7,7,4,0,1062,730,97,29,10,388,1563,17,2709,82,0,461,0,93,311,3213,2030,1580,882,3042,232,2889,1542,3149,1168,257,360,1882,4
96345,18,11,17,11,28,55,17,0,103,66,0,12,10,11,0,10,5,22,12,0,63,28,59,173,43,56,96,102,55,9,49,44,49,87,11,16,14,0,8,26,18,23,18,23,52,51,62,51,74,74,83,318,38,44,19,36,4,27,33,16,77,8,59,38,14,0,8,41,40,13,0,50,62,21,16,19,75,16,34,0,12,0,4,4,21,2,18
106370,10,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106590,74,0,0,0,2,6,0,140,0,0,2,42,0,14,0,176,0,34,0,11,2,0,0,0,51,0,10,8,0,453,0,38,217,8,16,53,0,59,437,4,12,16,0,160,0,4,19,4,0,0,0,0,0,8,0,0,0,0,239,152,4,4,14,111,198,8,280,37,0,116,0,0,49,370,143,326,138,251,14,460,192,234,110,64,149,248,0
110457,122,7,39,115,36,6,24,329,0,0,87,125,8,0,0,83,0,46,12,0,0,0,0,4,56,0,69,29,0,264,21,43,156,10,13,23,0,22,349,6,77,17,33,82,6,0,0,0,0,0,0,0,0,18,4,0,0,0,245,138,36,7,0,174,358,4,460,31,0,46,0,0,18,561,239,142,135,171,6,298,156,168,197,12,52,363,4
117207,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,8,4,6,0,8,0,12,7,36,0,3,0,0,0
119060,712,21,121,277,269,36,89,3336,0,0,275,223,179,322,63,1413,0,142,60,300,0,0,0,119,564,0,368,227,12,7447,76,248,2343,129,544,732,6,536,7087,83,336,225,184,2194,41,14,287,28,0,11,6,0,0,126,36,18,43,4,1662,810,283,108,57,756,2139,40,4513,182,6,988,0,145,730,4367,2871,2596,1564,5094,300,5562,3215,3904,2143,698,963,3552,21
119219,18,2,3,0,2,0,0,66,18,4,9,6,6,10,12,11,0,5,0,0,0,0,8,20,23,22,10,17,15,509,0,7,144,13,19,31,7,11,526,0,18,0,26,253,18,0,0,4,0,0,22,14,23,14,2,6,2,2,13,52,7,10,9,37,34,2,100,0,13,73,0,12,9,150,46,121,83,185,9,232,185,328,179,7,84,227,4
135614,2,0,0,2,0,0,2,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,139,0,2,2,0,0,3,0,0,73,0,4,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,3,2,0,0,4,2,0,27,0,0,4,0,0,2,17,15,4,0,19,0,5,12,22,2,17,4,7,0
146939,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,2,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,10,0
147709,22,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
148447,657,26,137,233,302,36,114,2867,6,2,391,712,115,225,102,1764,0,383,44,237,6,0,2,15,961,0,351,36,4,6445,35,309,2299,209,708,1098,24,788,6806,88,423,178,210,2461,83,10,296,10,0,6,0,0,4,217,65,48,21,0,2284,1427,269,76,18,1100,2626,21,4175,217,0,861,5,75,505,5432,3458,2941,1267,4747,560,5776,3353,4471,1372,484,1093,3307,10
150286,6,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,4,8,13,4,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,4,4,0,4,0,0,0,0,0,2,0,0,0,2,0,0
152480,210,7,82,165,198,16,30,1077,4,0,212,417,84,132,70,1108,0,118,26,96,0,0,0,40,279,0,339,41,12,3969,96,237,1592,167,299,544,0,445,4808,47,282,107,140,1305,18,4,177,6,0,2,2,0,4,134,35,2,7,0,1391,739,115,56,12,681,1842,14,2964,80,4,608,2,48,234,2992,1968,1999,773,3143,216,2943,2340,2312,1166,513,527,2706,25
158080,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,38,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,4,0,0,0,0,0,0,8,0,0,0,0,0,0,27,0,6,2,4,0,2,0,16,0,0,0,0,0
